,developer,item_id,price,year_release
50865,ivory tower in collaboration with ubisoft reflections,241560,29.99,2014
50904,ivory tower in collaboration with ubisoft reflections,315396,19.99,2014
50907,telltale games,330840,29.99,2014
50932,pixeljam,328500,3.99,2014
50934,postmod softworks,297350,5.99,2014
50938,alternative software ltd,328830,19.99,2014
50943,scs software,318520,1.99,2014
50945,gameart studio gmbh,317440,9.99,2014
50957,"lucid games,aspyr (mac &amp; linux)",310790,14.99,2014
50960,telltale games,330830,24.99,2014
51002,with the love studios,326720,1.99,2014
51004,io entertainment,266150,0.0,2013
51010,spicy horse,230310,0.0,2014
51014,"jackbox games, inc.",331670,24.99,2014
51023,strike games,263480,4.99,2014
51027,11 bit studios,282070,19.99,2014
51150,numantian games,296570,19.99,2014
51151,ninja kiwi,306020,9.99,2014
51169,soviet games,331470,0.0,2014
51229,sky drake studios,305960,17.99,2014
51234,hunted cow studios,298160,0.0,2014
51264,scott cawthon,332800,7.99,2014
51324,ubisoft,289650,29.99,2014
51398,sega,294860,19.99,2014
51443,"2k australia,gearbox software,aspyr (mac &amp; linux)",275690,9.99,2014
51445,"vblank entertainment, inc.",204630,14.99,2014
51473,"tt games ltd,feral interactive (mac)",313690,19.99,2014
51485,tml-studios,306370,9.99,2009
51486,"cyberconnect2 co., ltd.",318710,1.99,2014
51488,ultravision interactive,326990,5.99,2014
51490,rival games ltd,319970,3.99,2014
51492,"ci games,deck 13",265300,29.99,2014
51504,tin man games,270490,4.99,2014
51510,epiphany games,284140,4.99,2014
51514,axyos games,318100,7.99,2014
51522,"sledgehammer games,raven software",209650,59.99,2014
51589,"sledgehammer games,raven software",317660,49.99,2014
51592,digital confectioners,274940,19.99,2014
51688,8-bit studio,274620,0.0,2017
51693,amplitude studios,249050,11.99,2014
51741,mountain sheep,321980,14.99,2014
51746,double action factory,317360,0.0,2014
51881,"firaxis games,aspyr (mac, linux)",65980,39.99,2014
51915,"tomi maarela,elias viglione",318430,1.99,2014
51951,milkstone studios,308420,14.99,2014
51978,digerati distribution,250580,9.99,2013
51996,killhouse games,248610,19.99,2014
52032,full control,256010,19.99,2014
52038,5 bits games,284460,9.99,2014
52044,battlegoat studios,314980,19.99,2014
52047,"rudolf kremers &amp; alex may,tuna",221180,14.99,2014
52049,almost human games,251730,23.99,2014
52055,lavaboots studios,327860,14.99,2014
52070,desert owl games llc,201210,0.0,2014
52073,"2k australia,gearbox software,aspyr (mac and linux)",261640,39.99,2014
52211,"united front games,feral interactive (mac)",307690,29.99,2014
52232,extend studio,315340,9.99,2014
52234,9heads game studios,251170,9.99,2014
52246,avalanche software,301760,19.99,2011
52252,"creative assembly,feral interactive (mac),feral interactive (linux)",214490,39.99,2014
52295,avalanche software,300820,19.99,2011
52297,square enix,292120,15.99,2014
52308,crytek,302510,19.99,2014
52315,smack down productions,325110,6.99,2012
52316,eurocom,316260,19.99,2011
52318,vine,321830,9.99,2014
52330,lab zero games,245176,1.99,2014
52336,arrowhead game studios,258970,19.99,2014
52360,italic pig,295490,9.99,2014
52362,deck13 hamburg,289930,19.99,2014
52368,qwiboo ltd,317510,1.99,2014
52370,sixteen tons entertainment,323610,4.99,2006
52376,the astronauts,258520,19.99,2014
52388,little green men games,236150,34.99,2014
52403,phigames,278620,9.99,2014
52411,breakfall,263020,11.99,2014
52439,housemarque,305050,9.99,2014
52442,"turtle cream,pokpoong games",299660,3.99,2014
52446,orion games,311140,3.99,2006
52447,id software,282440,9.99,2010
52478,"square enix,dotemu sas.",312750,15.99,2014
52480,harebrained schemes,300550,14.99,2014
52488,fugazo,320970,19.99,2014
52489,idhas studios,321840,0.0,2013
52494,rail slave games,292630,4.99,2014
52521,matthew brown,304410,4.99,2014
52530,lgk games,306550,9.99,2014
52532,conrad nelson,307170,4.99,2014
52535,urban games,304730,19.99,2014
52544,elijah newman-gomez,266430,0.0,2014
52612,"mediatonic,hato moa,the irregular corporation",310080,9.99,2014
52639,on the level game studios,313590,1.99,2014
52642,capcom game studio vancouver,265550,29.99,2014
52658,uber entertainment,321580,34.99,2014
52659,lightmare studios,257730,0.0,2014
52679,shawn beck,317710,7.99,2014
52683,razorworks,315600,4.99,2005
52685,razorworks,315740,4.99,2008
52686,double fine productions,246070,13.37,2014
52692,team reptile,261180,13.99,2014
52743,psychic software,295710,0.0,2014
52773,david oreilly,313340,0.99,2014
52897,sfb games,272600,6.99,2014
52901,spearhead games,285580,189.96,2014
52919,piranha bytes,249230,14.99,2014
52920,scott cawthon,319510,4.99,2014
53128,1c-softclub,289520,12.99,2014
53130,cosmic cow llc,317470,0.0,2014
53172,smg studio,312630,7.99,2014
53178,capcom,45760,29.99,2014
53199,ganz,293500,0.0,2014
53229,brilliant skies ltd.,268650,19.99,2014
53278,katauri,295550,0.0,2014
53299,dr studios,305260,0.0,2014
53329,"quicktequila,calum bowen",317890,2.99,2014
53331,dead shark triplepunch,244590,0.0,2014
53346,ticktock games,275510,12.99,2014
53347,masthead studios ltd,293540,0.0,2014
53377,stegersaurus software inc.,296470,4.99,2014
53431,actalogic,291930,19.99,2014
53433,codemasters digital,287340,6.99,2014
53437,vitali kirpu,264140,9.99,2015
53561,quicktequila,298600,5.99,2014
53571,retro army limited,311870,4.99,2014
53574,deconstructeam,274290,9.99,2014
53586,dan walters,299720,1.99,2014
53592,@unepic_fran,233980,12.99,2014
53607,creability,298260,0.0,2014
53640,touz,312210,14.99,2014
53656,jforce games,274900,0.99,2014
53684,"roll7,general arcade",274250,12.99,2014
53692,monolith productions,299030,4.99,1998
53694,blueeagle productions,311190,2.99,2014
53697,tlön studios,313020,2.99,2013
53703,hexage,302970,4.99,2014
53705,ace team,255070,14.99,2014
53711,aperture tag team,280740,4.99,2014
53751,hyper hippo games,312150,2.99,2014
53771,elder games,265120,6.99,2014
53773,vivid games s.a.,296770,4.99,2014
53774,kog,237310,0.0,2014
53930,"bat country games, llc",304670,2.99,2014
53936,legend studio,307130,4.99,2014
53939,i fight bears,305070,3.99,2014
53945,x-legend,268420,0.0,2014
54060,ticktock games,275530,6.99,2014
54064,studio radi-8,244630,0.0,2014
54074,smartly dressed games,306460,4.99,2014
54114,darkelite,307070,4.99,2014
54123,ubisoft montpellier,260230,14.99,2014
54150,big ant studios,216260,39.99,2014
54165,yacht club games,250760,24.99,2014
54213,"codemasters racing,feral interactive (mac),feral interactive (linux)",255220,39.99,2014
54225,rebellion,238090,29.99,2014
54259,rebellion,308310,29.99,2014
54261,spicy tails,269250,12.99,2014
54263,choice of games,299540,4.99,2012
54267,stolen couch games,300300,4.99,2014
54270,oovee® game studios,263280,14.99,2014
54375,passtech games,275670,14.99,2014
54377,hammer labs,266390,9.99,2013
54381,"skybox labs,big huge games",287450,19.99,2014
54413,lesta studio,285480,1.99,2003
54414,humongous entertainment,294570,6.99,2001
54416,ironsun studios,287120,4.99,2014
54418,jujubee s.a.,298340,4.99,2014
54422,microblast games,303390,0.99,2014
54479,proxy studios,287580,29.99,2013
54481,edelweiss,283680,19.99,2014
54487,projectorgames,289090,4.99,2014
54497,airtight games,233290,29.99,2014
54515,key17 games,296050,4.99,2012
54517,"expansive worlds,avalanche studios",253710,0.0,2014
54857,scs software,302080,7.99,2007
54861,"nicalis, inc.",260790,14.99,2014
54864,"trion worlds, inc.",224600,0.0,2014
55040,glass knuckle games,299780,6.99,2014
55043,scs software,302060,4.99,2011
55045,phenomenon games,268220,6.99,2014
55049,krillbite studio,250620,16.99,2017
55070,axis game factory,270940,14.99,2014
55075,the working parts,294140,1.99,2014
55081,"sparpweed,codeglue",95400,11.99,2014
55096,ubisoft,243470,29.99,2014
55198,square enix,239120,15.99,2014
55200,nomad games,275610,9.99,2014
55202,freegamer,300900,4.99,2014
55203,gone north games,278360,12.99,2014
55218,genee network,296150,0.99,2014
55222,firebase industries ltd.,297330,9.99,2014
55226,kunst-stoff gmbh,296650,4.99,2014
55230,machine games,201810,19.99,2014
55269,supergiant games,237930,19.99,2014
55371,the game kitchen,284390,9.99,2014
55373,onson soft,300970,0.0,2008
55379,angry mob games,263700,6.99,2014
55383,chris sawyer productions,285330,9.99,2002
55385,chris sawyer productions,285310,5.99,1999
55391,noble empire corp.,262410,0.0,2014
55478,secret exit ltd.,263760,9.99,2014
55547,vis - visual imagination software,291910,19.99,2014
55549,smolders,300220,3.99,2014
55552,press play,255390,14.99,2014
55553,vagabond dog,274310,9.99,2014
55565,"holy warp,black wing foundation",284930,9.99,2014
55568,dl softworks,301750,6.99,2014
55592,orange_juice,282800,6.99,2013
55614,meteoric games,291250,9.99,2014
55619,"koei tecmo games co., ltd.",278080,49.99,2014
55630,centauri production,237970,24.99,2014
55632,osumia games,270150,14.99,2015
55650,over the top games,225280,12.99,2014
55656,3d realms (apogee software),358260,4.99,1991
55657,redwood games,358340,4.99,1992
55659,big finish games,261510,19.99,2014
55661,grip games,251630,4.99,2014
55665,battlegoat studios,244410,12.99,2014
55668,oryx design lab,297210,0.0,2014
55673,humongous entertainment,294650,6.99,1993
55675,awesomeblade,296910,3.99,2014
55678,"masangsoft, inc.",242720,0.0,2014
55831,moacube,293680,19.99,2012
55834,humongous entertainment,292240,6.99,1999
55836,humongous entertainment,292780,6.99,1998
55838,"holy warp,black wing foundation",287100,9.99,2014
55840,big robot ltd,242880,19.99,2013
55878,3d realms (apogee software),358250,4.99,1992
55880,moonlite software,358290,4.99,1994
55882,"fromsoftware, inc",236430,39.99,2014
56034,codebrush games,207230,0.0,2014
56145,crazy moo games,275490,6.99,2014
56163,"boolat games,alawar entertainment",296240,6.99,2012
56166,hitcents,280930,4.99,2014
56178,zombie studios,230840,9.99,2014
56186,ubisoft montréal,256290,14.99,2014
56197,atapki,295990,4.99,2014
56198,"redlynx, in collaboration with  ubisoft shanghai, ubisoft kiev",245490,19.99,2014
56202,"amaranth games, llc",278490,9.99,2014
56206,microblast games,293180,0.99,2014
56212,forever entertainment s. a.,294230,3.99,2014
56215,"arcen games, llc",273070,19.99,2014
56218,stridemann,286080,0.0,2014
56310,lab zero games,245175,1.99,2014
56312,infinite monkeys entertainment ltd.,250050,12.99,2014
56316,eugen systems,251060,29.99,2014
56330,golemlabs,282400,9.99,2004
56332,silk games,249550,9.99,2014
56335,born ready games,288370,19.99,2014
56337,"traveller's tales,feral interactive (mac)",285160,19.99,2014
56349,ino-co plus,205990,19.99,2014
56350,bohemia interactive,275700,69.99,2014
56356,phoenix game studio,280910,3.99,2014
56359,frogdice,286200,14.99,2014
56369,lion's shade,263740,9.99,2013
56381,humongous entertainment,283980,6.99,1997
56383,pyro studios,277460,4.99,2003
56385,pyro studios,277450,4.99,2005
56386,ngd studios,258590,9.99,2014
56388,lightmare studio,267340,9.99,2014
56391,knuckle cracker,280220,14.99,2014
56400,eric provan - ayyo games,269810,1.99,2014
56403,sproing,276340,9.99,2014
56409,awesome games studio,270550,1.99,2014
56561,treefortress games,269490,7.99,2014
56567,coffee stain studios,265930,9.99,2014
57353,gameore,281370,1.99,2014
57360,klei entertainment,282470,4.99,2014
57372,tragnarion studios,227560,7.99,2014
57374,milestone s.r.l.,256370,19.99,2014
57377,"mighty rabbit studios,gun.",266130,14.99,2014
57389,organic humans,269350,9.99,2014
57395,blackpowder games,243120,4.99,2014
57398,burut ct,281410,9.99,2008
57399,curve studios,281820,8.99,2011
57407,infinity ward,209160,59.99,2014
57499,gremlin interactive,283430,9.99,1993
57501,"laser guided games, llc",274560,4.99,2014
57504,"flashback games,the lordz games studio",268400,19.99,2011
57505,idol fx,283290,9.99,2003
57511,mechanist games,266070,0.0,2014
57535,simogo,269050,5.99,2014
57549,rocket bear games,204530,14.99,2014
57558,dolphinbarn,261880,4.99,2014
57561,wyrmbyte,263500,0.0,2014
57596,targem games,285500,7.99,2005
57599,comipo! llp,262490,49.99,2014
57602,hydravision entertainment,254460,6.99,2005
57606,hydravision entertainment,254480,9.99,2008
57608,bandai namco studio inc.,236470,19.99,2014
57609,capcom,254700,19.99,2014
57623,"eidos-montréal,feral interactive (mac)",239160,29.99,2014
57671,allplayer group ltd.,261920,14.99,2014
57672,smoking wolf,266210,3.49,2014
57682,niffler ltd.,262590,3.99,2014
57683,silver dollar games,264200,4.99,2014
57803,obsidian entertainment,213670,29.99,2014
58037,terrible posture games,266110,14.99,2014
58041,celsius game studios,259450,11.99,2014
58045,daedalic entertainment,281770,2.99,2014
58048,"zaxis games,b-evil",264280,4.99,2014
58052,"dejobaan games, llc",209060,14.99,2014
58060,browny application,271640,9.99,2014
58062,chaosoft games,263820,1.99,2014
58066,overdrive,251870,9.99,2011
58080,dancing dragon games,278460,14.99,2014
58084,climax studios,233350,5.99,2005
58087,rsupport inc.,269290,14.99,2014
58091,app2fun,273940,9.99,2014
58092,square enix,39210,19.99,2014
58110,cyanide,219700,0.0,2014
58114,artifex mundi,259740,9.99,2012
58118,rake in grass,262260,6.99,2014
58120,sakura river interactive,259720,14.99,2009
58129,flump studios,271860,4.99,2014
58130,south east games,263420,4.99,2014
58138,"wayforward,abstraction games",252350,9.99,2014
58146,"tt fusion,traveller's tales,feral interactive (mac)",267530,19.99,2014
58156,necrophone games,250260,14.99,2014
58200,fred wood,269270,2.99,2014
58208,sunlight games,273770,2.99,2014
58210,rail slave games,270090,3.99,2014
58214,voxler games,268260,14.99,2014
58216,ci games,271500,2.99,2008
58218,edge of reality,271520,19.99,2014
58221,edge of reality,208090,0.0,2014
59301,team 6 studios,267940,9.99,2010
59305,ubisoft,238750,24.99,2014
59308,sweet dog studios,263200,9.99,2014
59320,ragequit corporation,246700,11.99,2014
59352,double fine productions,232790,19.99,2014
59403,zen studios,255370,9.99,2014
59405,daedalic entertainment,249650,19.99,2014
59411,stoic,237990,19.99,2014
59435,bugbear,228380,39.99,2014
59585,winter wolves,257970,19.99,2014
59587,platinumgames,235460,29.99,2014
59614,phr00t's software,263360,6.99,2014
59623,yakiniku banzai,263400,9.99,2012
59632,ironhide game studio,246420,9.99,2014
59671,deep silver volition,247304,2.99,2014
59673,jason oda,263340,9.99,2014
59676,semaphore,263680,4.99,2014
59691,"ville mönkkönen,anne mönkkönen",263380,14.99,2013
59694,hörberg productions,262550,1.99,2014
59700,spicyhorse games,252150,3.99,2014
59706,altar games,237950,6.99,2007
59708,memetic games,217100,4.99,2013
59714,telltale games,261030,24.99,2013
59818,arachnid games,259390,3.99,2013
59822,entheogen studios llc,259430,7.99,2012
59825,rain games,249590,9.99,2013
59826,forever entertainment s. a.,257830,9.99,2013
59828,"eric hartman,ben garney,anthony rotondo",250340,9.99,2007
59882,avalanche studios,259080,0.0,2013
60036,bohemia interactive,221100,34.99,2013
62728,mr-software gbr,252530,34.99,2013
62734,facepunch studios,252490,19.99,2013
66790,spearhead games,253690,9.99,2013
66798,blue bottle games,248860,14.99,2014
66828,fishcow studio,265330,4.99,2013
66830,square enix,39150,11.99,2013
66839,image &amp; form,252410,9.99,2013
66845,demiurge studios,234330,0.0,2013
66863,hitcents,248650,3.99,2013
66872,starquail games,253350,29.99,2013
66874,andrii vintsevych,261980,0.0,2009
66930,gamepires,243800,24.99,2013
66939,"gearbox software,aspyr (mac &amp; linux)",245910,2.99,2013
66941,playway s.a.,258880,14.99,2013
66942,"relic entertainment,feral interactive (mac),feral interactive (linux)",249082,3.99,2013
66943,phr00t's software,259620,4.99,2011
66952,lonely troops,259550,5.99,2012
66956,the farm 51,231330,19.99,2013
66958,egosoft,2870,29.99,2013
66982,compulsion games,224460,9.99,2013
66998,paradox development studio,226669,1.99,2013
67001,critical studio,218130,0.0,2013
67034,"netherrealm studios,high voltage software",242700,19.99,2013
67048,"irrational games,aspyr (mac),virtual programming (linux)",214931,14.99,2013
67049,cipher prime studios,237760,9.99,2013
67051,jowood vienna,260750,9.99,2004
67053,mighty rocket studio,233190,9.99,2013
67055,spiderweb software,233310,9.99,2013
67058,no more room in hell team,224260,0.0,2011
67859,ludosity,247580,4.99,2013
67862,creative assembly,259800,2.99,2013
67864,gravity interactive,215100,0.0,2003
67873,reality pump,259320,4.99,2002
67877,"koboldgames,daedalic entertainment",255300,9.99,2013
67879,farsight studios,238260,0.0,2013
67887,namco bandai games,239720,19.99,2013
67889,kylotonn entertainment,256070,9.99,2013
67890,cherry pop games,254440,9.99,2013
67925,firefly studios,40950,5.99,2001
67929,firefly studios,40970,9.99,2002
67939,minor key games,252630,14.99,2013
67951,"united independent entertainment gmbh,actalogic",252910,3.99,2010
67952,traveller's tales,249130,19.99,2013
68034,betadwarf,249990,14.99,2013
68046,ninja theory,245280,19.99,2013
68058,cyberconnect2 co. ltd.,234670,19.99,2013
68116,"wb games montreal,splash damage",209000,19.99,2013
68248,milestone s.r.l.,256330,29.99,2013
68251,beautifun games,252670,7.99,2013
68254,swing swing submarine,235980,9.99,2013
68256,positech games,245470,24.99,2013
68313,nomad games,258200,6.99,2013
68316,team reptile,248550,14.99,2013
68319,deep silver volition,238300,1.99,2013
68323,wild games studio,242800,2.99,2013
68353,flying wild hog,233130,39.99,2013
68403,treyarch,219103,14.99,2013
68406,dischan media,248800,4.99,2013
68422,reality pump,254080,4.99,2001
68423,studio fizbin,251430,14.99,2013
68429,starbreeze,253980,4.99,2003
68437,ice-pick lodge,250380,9.99,2013
68438,"arcen games, llc",238910,9.99,2013
68444,vertigo gaming inc.,247020,9.99,2013
68484,777 studios,244050,0.0,2013
68488,the chinese room,239200,19.99,2013
68518,bohemia interactive,107410,39.99,2013
69157,crazy viking studios,247240,9.99,2013
69169,snk corporation,222940,19.99,2013
69175,creative assembly,214950,59.95,2013
69262,fullbright,232430,14.99,2013
69342,starbreeze studios ab,225080,14.99,2013
69447,deep silver volition,247293,2.99,2013
69449,petit depotto,249330,3.99,2013
69452,love conquers all games,239700,9.99,2013
69453,2k marin,65930,19.99,2013
69463,deep silver volition,206420,14.99,2013
69855,"iron galaxy studios, llc",244730,4.99,2013
69865,ubisoft toronto,235600,29.99,2013
69905,treyarch,234792,1.99,2013
69906,lab zero games,245170,9.99,2013
70028,3909,239030,9.99,2013
70156,drinkbox studios,214770,14.99,2013
70186,paradox development studio,236850,39.99,2013
70280,exato games studio,241720,14.99,2013
70290,crackshell,239070,9.99,2013
70342,test3 projects,234390,12.99,2013
70356,stainless games,213850,9.99,2013
70366,dovetail games,222587,19.99,2013
70367,cellar door games,241600,14.99,2013
70487,zero point software,236370,9.99,2013
70622,nadeo,232910,9.99,2013
70640,milestone s.r.l.,240600,9.99,2013
70643,frogwares,209630,9.99,2013
70645,daedalic entertainment,230820,19.99,2013
70647,eugen systems,222750,19.99,2013
70664,"olli harjola, otto hantula, tom jubert, carlo castellano",231160,14.99,2013
70688,toraiki,258090,9.99,2013
70691,stardock entertainment,228260,24.99,2013
70703,neocoregames,215530,14.99,2013
70727,"arcen games, llc",238890,4.99,2013
70730,humble hearts llc,236090,14.99,2013
70882,xyla entertainment,234490,9.99,2013
70897,techland,204450,14.99,2013
70930,suspicious developments,206190,9.99,2013
71086,"codemasters racing,feral interactive (mac)",44350,29.99,2013
71128,coffee stain studios,235250,4.99,2013
71140,"irrational games,looking glass studios",238210,9.99,1999
71152,"gearbox software,aspyr (mac &amp; linux)",230090,9.99,2013
71154,arkane studios,212893,1.99,2013
71158,most wanted entertainment,232970,9.99,2013
71161,11 bit studios,236730,14.99,2013
71164,wolfire games,234190,4.99,2013
71221,owlchemy labs,220900,4.99,2013
71229,born ready games ltd.,234160,6.99,2013
71233,polytron corporation,224760,9.99,2013
71264,ubisoft montreal,233270,14.99,2013
71316,"gravity, inc.",231060,0.0,2013
71346,the binary mill,209520,4.99,2013
71349,pocketwatch games,113020,14.99,2013
71569,team psykskallar,223710,0.0,2013
71875,treyarch,234772,1.99,2013
71876,treyarch,219092,4.99,2013
71877,dreampainters,217690,9.99,2013
71881,nigoro,230700,14.99,2013
71887,"trek industries, inc",104900,0.99,2013
72435,droqen,230980,5.99,2013
72437,southend,207930,9.99,2013
72438,"skybox labs,hidden path entertainment,ensemble studios",221380,19.99,2013
72517,nadeo,229870,19.99,2013
72519,"irrational games,aspyr (mac),virtual programming (linux)",214933,19.99,2013
72520,halycon media gmbh &amp; co. kg,232950,19.99,2013
72521,colossal order ltd.,225420,19.99,2013
72527,digital extremes,230410,0.0,2013
73519,twisted pixel games,105420,9.99,2013
73521,"irrational games,aspyr (mac),virtual programming (linux)",8870,29.99,2013
73765,going loud studios,230050,2.99,2013
73790,puppygames,219190,9.99,2013
73796,team17 digital ltd,217200,14.99,1999
73801,the men who wear many hats,233740,4.99,2013
73807,rovio entertainment ltd,210550,4.99,2013
73809,scs software,232010,4.99,2008
73823,city interactive,34870,9.99,2013
73836,cyanide studio,215870,0.0,2013
73838,gaijin games,218060,14.99,2013
73868,nadeo,228760,19.99,2011
73874,star gem inc.,212070,0.0,2013
74010,ngd studios,222520,0.0,2013
74030,rebellion,227100,14.99,2013
74043,"crystal dynamics,feral interactive (mac),feral interactive (linux)",203160,19.99,2013
74331,arrowhead game studios,204080,9.99,2013
74339,bohemia interactive,224580,49.99,2013
74411,"ty taylor and mario castañeda,the quantum astrophysicists guild",204240,9.99,2013
74432,stoic,219340,0.0,2013
74436,double fine productions,225260,14.99,2013
74508,sector3 studios,211500,160.91,2013
74592,nihon falcom,223810,14.99,2013
74595,cyanide montreal,202130,19.99,2013
74597,ed key and david kanaga,219680,9.99,2013
74627,sumo digital,212480,19.99,2013
74697,alexander bruce,219890,19.99,2013
74791,haemimont games,208520,14.99,2013
74797,"gearbox software,aspyr (mac &amp; linux)",225833,0.99,2013
74799,eightyeightgames,227580,4.99,2013
74811,"gearbox software,aspyr (mac &amp; linux)",213250,9.99,2013
74813,paradox development studio,210898,1.99,2013
74815,scs software,227300,19.99,2013
74999,beamdog,228280,19.99,2013
75007,eyedentity games inc.,11610,0.0,2012
75083,jagex limited,224540,14.99,2012
75337,tiger style,227200,9.99,2012
75340,crankshaft games,212700,5.99,2012
75343,csr-studios,222980,2.99,2012
75373,kadokawa,220700,69.99,2012
75387,arkane studios,208570,2.99,2012
75389,"gearbox software,aspyr (mac &amp; linux)",208690,4.99,2012
75391,kerberos productions,42990,19.99,2012
75392,"ubisoft montreal, massive entertainment, and ubisoft shanghai",220240,19.99,2012
75628,terry cavanagh,221640,2.99,2012
75930,traveller's tales,214510,19.99,2012
75938,core design,224960,6.99,2012
75944,core design,225300,6.99,2012
75946,tomorrow corporation,221260,9.99,2012
76039,sega,213610,9.99,2012
76046,5th cell media,218680,19.99,2012
76145,"io-interactive a/s,feral interactive (mac)",203140,19.99,2012
76209,daybreak game company,218230,0.0,2012
77205,ubisoft montreal,208480,19.99,2012
77230,"gearbox software,aspyr (mac &amp; linux)",213210,9.99,2012
77232,"haemimont games,feral interactive (mac)",205633,2.99,2012
77234,bithell games,220780,9.99,2012
77258,"xavi canal, ben palgi",221020,14.99,2012
77274,773,214610,7.99,2012
77276,carbon games,206500,0.0,2012
77606,united front games,215256,6.99,2012
77608,"level up labs, llc",218410,14.99,2012
77614,unknown worlds entertainment,4920,9.99,2012
77773,the farm 51,214870,19.99,2012
77776,might and delight,218740,9.99,2012
77784,serious brew,220460,4.99,2012
77786,"tequila works, s.l.",211400,14.99,2012
77840,1c-softclub,203350,9.99,2012
77842,shiver games,218640,9.99,2012
77863,"creative assembly, pc port - hardlight",211160,14.99,2012
77867,exor studios,220820,9.99,2012
77876,ipacs,214130,9.99,2012
77878,overkill software,207816,3.99,2012
77881,power of 2,213650,0.0,2012
77961,torn banner studios,219640,24.99,2012
78365,klei entertainment,214560,14.99,2012
78434,team17 digital ltd,200170,14.99,2012
78443,positech games,218040,19.99,2007
78449,cyanide studio - spiders studios,216910,14.99,2012
78451,wizarbox,209730,14.99,2012
78457,cyanide studios,216890,14.99,2012
78461,exdream gmbh,207730,3.99,2012
78465,qooc software,212041,2.99,2012
78467,sos,220860,4.99,2012
78518,robot entertainment,201805,4.99,2012
78520,arkane studios,205100,9.99,2012
78730,the behemoth,204371,0.99,2012
78740,the behemoth,204372,0.99,2012
78755,the behemoth,204360,14.99,2012
79550,opus,214830,9.99,2012
79568,aspyr,214630,39.99,2012
79571,runic games,200710,19.99,2012
79891,"firaxis games,feral interactive (mac),feral interactive (linux)",200510,29.99,2012
79983,cloud 9 studio,212390,0.0,2012
79987,bluegiant interactive,208460,14.99,2012
79990,subset games,212680,9.99,2012
80401,"gearbox software,aspyr (mac &amp; linux)",218560,29.99,2012
80403,"gearbox software,aspyr (mac &amp; linux)",49520,19.99,2012
81425,codemasters birmingham,208500,19.99,2012
81428,"edmund mcmillen,tyler glaiel",214790,3.99,2012
81431,benjamin rivers inc.,215670,2.99,2012
81439,spaces of play,210170,3.99,2012
81442,ubisoft  shanghaï,214250,14.99,2012
81444,fromsoftware,211420,19.99,2012
81696,kukouri,216110,4.99,2012
81708,spooky squid games inc.,211260,9.99,2012
81716,vlambeer,212800,0.0,2010
81842,"monolith productions, inc.",206210,0.0,2012
82008,blendo games,214700,4.99,2012
82023,dovetail games,208362,19.99,2012
82024,empty clip studios,207750,8.99,2012
82030,daedalic entertainment,214340,9.99,2012
82034,overkill software,207815,9.99,2012
82036,talawa games,211180,9.99,2012
82039,increpare games,207570,4.99,2011
82043,nexon,216150,0.0,2012
82175,ronimo games,204300,0.0,2012
82747,saber interactive,212410,9.99,2012
82748,robot entertainment,201790,14.99,2012
82850,radical entertainment,115320,39.99,2012
82860,qooc software,212030,9.99,2012
82866,hardsuit labs,209870,0.0,2012
83140,amplitude studios,208140,19.99,2012
83149,smudged cat games ltd,211440,4.99,2012
83152,black pants studio,205910,9.99,2012
83160,stainless games,97330,9.99,2012
83164,"firaxis games,aspyr (mac, linux)",16870,29.99,2012
83166,cyanide studios,208730,14.99,2012
83176,yager development,50300,29.99,2012
83328,"ironclad games,stardock entertainment",204880,39.99,2012
83372,"x1 software,awar",91330,14.99,2012
83375,firefly studios,47400,29.99,2012
83385,pivotal games,211780,6.99,2002
83386,"edmund mcmillen, florian himsl",113204,2.99,2012
83406,unigine llc.,200396,0.99,2012
83408,remedy entertainment,202750,9.99,2012
83420,looking glass studios,211740,6.99,2000
83422,looking glass studios,211600,6.99,1998
83434,subatomic studios llc,209690,4.99,2012
83437,gaming minds,205610,14.99,2012
83440,amanita design,207690,9.99,2012
83443,"hassey enterprises, inc.",202730,9.99,2012
83446,illfonic,96800,9.99,2012
83447,cockroach inc.,94300,3.99,2012
83450,sega,203650,9.99,2012
83452,brawsome,58230,9.99,2012
83455,gaijin entertainment corporation,208670,9.99,2012
83463,dark artz entertainment,201070,0.0,2012
83466,jasper byrne,209830,14.99,2012
83476,telltale games,207610,24.99,2012
83610,ino-co plus,203630,24.99,2012
83611,turbo tape games,200050,19.99,2012
83612,almost human games,207170,14.99,2012
83633,"capybara,superbrothers,jim guthrie",204060,7.99,2012
83637,cd projekt red,20920,19.99,2011
83673,shadow planet productions,205730,14.99,2012
83676,uber entertainment,104700,0.0,2012
83881,rebellion,63380,19.99,2012
83938,"taleworlds entertainment,flying squirrel entertainment",48705,9.99,2012
83948,doublesix games,209360,4.99,2012
83950,reloaded productions,113420,0.0,2011
84046,eugen systems,58610,9.99,2012
84052,boss baddie,201570,4.99,2012
84058,firefly studios,47410,0.0,2012
84130,cipher prime studios,205870,6.99,2012
84132,klei entertainment,102840,9.99,2012
84141,relic,55345,2.99,2012
84142,"big huge games,38 studios",102500,19.99,2012
84172,futuremark,18120,9.99,2012
84176,digital extremes,67370,29.99,2012
84195,relic,55475,2.99,2012
84196,ensemble studios,105450,39.99,2009
84250,daybreak game company,201230,0.0,2011
84253,volition,55230,9.99,2011
84401,joshua neurnberger,80310,9.99,2011
84403,avalanche studios,99300,15.0,2011
84405,stunlock studios,6370,0.0,2011
84408,bohemia interactive,65730,19.99,2011
84409,digital arrow,110400,9.99,2011
